index,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Occupancy,timestamp
82,25.38,25.44,24.88,25.69,158,243,70,54,0.71,0.68,0.27,0.23,455,0.646153846154,1,0,1,2017-12-22 11:32:04.000000
83,25.38,25.44,24.81,25.81,157,242,67,53,0.44,0.63,0.25,0.1,455,0.696153846154,1,0,1,2017-12-22 11:32:34.000000
84,25.38,25.31,24.88,25.75,157,242,68,53,0.23,0.32,0.13,0.11,450,0.688461538462,0,0,1,2017-12-22 11:33:05.000000
85,25.38,25.38,24.88,25.75,157,241,68,53,2.79,0.41,0.2,0.24,450,0.623076923077,1,0,1,2017-12-22 11:33:36.000000
86,25.38,25.38,24.88,25.75,157,241,68,53,0.54,0.55,0.21,0.18,445,0.45,1,0,1,2017-12-22 11:34:06.000000
87,25.38,25.44,24.88,25.75,157,240,69,54,2.49,0.67,0.2,0.12,450,0.361538461538,1,0,1,2017-12-22 11:34:37.000000
88,25.44,25.44,24.88,25.75,157,240,70,54,0.47,0.25,0.14,0.11,450,0.311538461538,1,0,1,2017-12-22 11:35:08.000000
89,25.44,25.38,24.88,25.81,157,239,70,54,3.51,0.38,0.22,0.19,450,0.303846153846,1,0,1,2017-12-22 11:35:38.000000
90,25.44,25.38,24.88,25.81,156,239,70,54,0.73,0.81,0.41,0.17,460,0.384615384615,1,0,1,2017-12-22 11:36:09.000000
91,25.44,25.44,24.88,25.81,157,239,70,54,0.63,0.42,0.21,0.15,460,0.453846153846,0,0,1,2017-12-22 11:36:39.000000
92,25.44,25.5,24.88,25.75,155,236,70,53,1.14,0.56,0.32,0.14,475,0.65,1,1,1,2017-12-22 11:39:13.000000
93,25.44,25.56,24.88,25.75,155,236,68,53,1.02,0.51,0.17,0.17,480,0.819230769231,1,1,1,2017-12-22 11:39:43.000000
94,25.44,25.5,24.88,25.75,155,237,69,54,0.63,0.36,0.18,0.13,480,0.957692307692,0,1,1,2017-12-22 11:40:14.000000
95,25.44,25.56,24.94,25.75,155,236,69,54,1.33,0.78,0.18,0.11,485,1.16153846154,1,1,1,2017-12-22 11:40:45.000000
96,25.44,25.56,24.94,25.81,155,236,70,54,0.17,0.35,0.11,0.07,490,1.38076923077,0,1,1,2017-12-22 11:41:15.000000
97,25.44,25.56,24.94,25.75,155,237,71,55,0.43,0.36,0.21,0.11,500,1.70769230769,1,1,1,2017-12-22 11:41:46.000000
98,25.5,25.56,24.88,25.81,155,237,71,55,1.87,0.56,0.23,0.14,500,1.99615384615,1,1,1,2017-12-22 11:42:16.000000
99,25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.24615384615,0,0,1,2017-12-22 11:42:47.000000
100,25.44,25.56,24.94,25.88,155,236,71,54,1.53,1.24,0.36,0.27,500,2.45769230769,1,0,1,2017-12-22 11:43:18.000000
101,25.44,25.56,24.94,25.81,155,235,71,54,2.95,1.27,0.25,0.17,510,2.72307692308,1,1,1,2017-12-22 11:43:48.000000
102,25.5,25.56,24.94,25.81,155,235,70,54,1.78,0.63,0.18,0.08,510,2.94230769231,1,0,1,2017-12-22 11:44:19.000000
103,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.35,0.07,0.28,515,3.11153846154,0,0,1,2017-12-22 11:44:50.000000
104,25.44,25.63,24.94,25.81,155,234,70,54,0.45,2.12,0.34,0.06,515,3.22692307692,1,0,1,2017-12-22 11:45:20.000000
105,25.5,25.63,24.94,25.81,155,235,71,55,2.01,0.32,0.11,0.09,515,3.33846153846,0,0,1,2017-12-22 11:45:51.000000
106,25.5,25.63,24.94,25.88,155,235,72,55,0.33,0.38,0.1,0.09,520,3.44615384615,0,1,1,2017-12-22 11:46:22.000000
107,25.5,25.63,24.94,25.81,155,235,71,55,0.5,0.49,0.14,0.11,525,3.59615384615,1,1,1,2017-12-22 11:46:52.000000
108,25.5,25.63,24.94,25.81,155,234,73,56,1.02,0.29,0.16,0.13,530,3.73846153846,1,1,1,2017-12-22 11:47:23.000000
109,25.5,25.56,24.94,25.81,155,234,72,55,0.49,0.23,0.19,0.15,540,3.86538461538,1,1,1,2017-12-22 11:47:53.000000
110,25.5,25.63,24.94,25.81,155,235,73,56,0.29,0.51,0.19,0.09,540,3.92307692308,1,0,1,2017-12-22 11:48:24.000000
111,25.5,25.63,24.94,25.81,155,234,73,56,0.33,0.19,0.11,0.13,545,3.90769230769,1,0,1,2017-12-22 11:48:55.000000
112,25.56,25.63,24.94,25.81,155,234,73,56,0.15,0.26,0.22,0.07,545,3.86538461538,1,0,1,2017-12-22 11:49:25.000000
113,25.56,25.69,25,25.94,155,234,74,56,0.63,0.15,0.09,0.06,545,3.75,0,0,1,2017-12-22 11:49:56.000000
114,25.56,25.69,25,25.81,155,233,73,56,0.08,0.14,0.06,0.06,550,3.60769230769,0,0,1,2017-12-22 11:50:27.000000
115,25.5,25.69,24.94,25.81,155,233,73,56,0.17,0.14,0.15,0.07,550,3.48846153846,0,0,1,2017-12-22 11:50:57.000000
116,25.56,25.69,25,25.81,155,233,73,56,1.81,0.28,0.06,0.1,550,3.3,0,1,1,2017-12-22 11:51:28.000000
117,25.56,25.69,25,25.81,155,233,74,56,0.63,0.42,0.15,0.13,555,3.23846153846,1,1,1,2017-12-22 11:51:59.000000
118,25.56,25.69,25,25.81,155,233,74,57,0.68,0.82,0.19,0.12,555,3.16538461538,1,0,1,2017-12-22 11:52:29.000000
119,25.56,25.75,25,25.81,155,233,74,57,0.32,0.43,0.16,0.11,555,3.03461538462,1,1,1,2017-12-22 11:53:00.000000
120,25.56,25.75,25,25.81,155,233,75,57,1.16,0.27,0.09,0.07,555,2.89615384615,1,1,1,2017-12-22 11:53:30.000000
121,25.56,25.75,25,25.88,155,232,74,57,0.45,0.17,0.13,0.14,560,2.8,1,1,1,2017-12-22 11:54:01.000000
122,25.56,25.69,25,25.88,155,233,74,56,0.31,0.5,0.27,0.06,560,2.75,1,0,1,2017-12-22 11:54:32.000000
123,25.56,25.75,25,25.88,155,233,74,56,0.5,0.1,0.11,0.08,560,2.65384615385,1,0,1,2017-12-22 11:55:02.000000
124,25.56,25.69,25,25.88,155,232,75,58,1.33,1.54,0.42,0.2,560,2.51153846154,1,1,1,2017-12-22 11:55:33.000000
125,25.56,25.75,25,25.94,155,232,75,58,0.54,0.78,0.29,0.21,565,2.36923076923,1,1,1,2017-12-22 11:56:04.000000
126,25.56,25.75,25,25.88,155,232,75,58,0.41,1.05,0.29,0.17,570,2.32307692308,1,1,1,2017-12-22 11:56:34.000000
127,25.56,25.69,25,25.94,151,232,75,58,2.12,1.03,0.16,0.46,570,2.23076923077,1,1,1,2017-12-22 11:57:05.000000
128,25.56,25.94,25,25.94,155,239,75,58,0.44,3.44,0.67,0.36,570,2.14230769231,1,1,1,2017-12-22 11:57:36.000000
129,25.56,26.38,25,25.94,156,243,75,58,0.92,1.27,0.65,0.83,580,2.10384615385,1,1,1,2017-12-22 11:58:06.000000
130,25.56,26.81,25,25.94,155,242,75,57,0.37,1.96,0.98,0.11,580,2.01538461538,1,1,1,2017-12-22 11:58:37.000000
131,25.56,26.81,25.06,25.88,155,242,75,56,0.55,0.9,0.23,0.32,585,1.97307692308,1,1,1,2017-12-22 11:59:07.000000
132,25.56,27,25,25.94,155,238,74,57,0.44,0.6,0.49,0.19,590,1.97692307692,1,1,1,2017-12-22 11:59:38.000000
133,25.56,26.94,25.06,26,155,243,73,56,0.43,1.03,0.22,0.15,585,1.93461538462,1,1,1,2017-12-22 12:00:09.000000
134,25.56,27.19,25.06,25.88,156,243,71,57,0.37,0.1,0.22,0.06,590,1.99615384615,0,0,1,2017-12-22 12:00:39.000000
135,25.56,27.25,25,25.94,156,243,74,58,0.22,0.06,0.06,0.06,590,2.01923076923,0,0,1,2017-12-22 12:01:10.000000
136,25.56,27.44,25.06,26,156,244,75,58,0.1,0.05,0.06,0.06,600,2.14615384615,0,0,1,2017-12-22 12:01:41.000000
137,25.56,27.5,25.06,26,157,244,75,58,0.09,0.05,0.05,0.06,600,2.23076923077,0,0,1,2017-12-22 12:02:11.000000
138,25.56,27.56,25.06,26,157,244,75,58,0.09,0.07,0.08,0.07,595,2.22692307692,0,0,1,2017-12-22 12:02:42.000000
139,25.56,27.75,25.06,26,156,244,75,58,0.7,0.1,0.08,0.09,605,2.32692307692,1,0,1,2017-12-22 12:03:12.000000
140,25.56,27.94,25.06,25.94,157,244,75,59,1.93,0.15,0.11,0.06,595,2.29230769231,1,0,1,2017-12-22 12:03:43.000000
141,25.56,27.69,25.06,26.06,157,244,77,59,0.15,0.12,0.06,0.08,595,2.22307692308,0,0,1,2017-12-22 12:04:14.000000
142,25.56,27.5,25.06,26,157,244,76,59,0.15,0.6,0.09,0.06,590,2.12307692308,1,0,1,2017-12-22 12:04:44.000000
143,25.56,27.44,25.06,26.06,156,244,75,59,0.26,0.1,0.06,0.09,590,1.99615384615,1,0,1,2017-12-22 12:05:15.000000
144,25.56,27.56,25.06,26,157,244,76,59,1.32,0.29,0.08,0.08,590,1.84230769231,1,0,1,2017-12-22 12:05:46.000000
145,25.56,27.38,25.06,25.94,157,244,77,59,0.25,0.3,0.15,0.15,590,1.66153846154,1,0,1,2017-12-22 12:06:16.000000
146,25.63,27.31,25.06,25.94,157,244,76,59,0.48,0.08,0.08,0.07,595,1.55,1,0,1,2017-12-22 12:06:47.000000
147,25.63,27.31,25.06,25.94,157,244,76,59,0.88,0.12,0.08,0.11,595,1.41153846154,1,0,1,2017-12-22 12:07:18.000000
148,25.63,27.38,25.06,25.94,157,244,76,59,0.86,0.06,0.29,0.17,595,1.24615384615,0,0,1,2017-12-22 12:07:48.000000
149,25.63,27.38,25.13,25.94,157,244,77,59,0.07,0.21,0.2,0.06,600,1.1,1,0,1,2017-12-22 12:08:19.000000
150,25.63,27.44,25.06,25.94,157,244,76,59,0.07,0.05,0.05,0.06,610,1.06538461538,0,0,1,2017-12-22 12:08:49.000000
151,25.63,27.38,25.06,25.94,157,244,78,60,0.2,0.05,0.06,0.06,605,1,0,0,1,2017-12-22 12:09:20.000000
152,25.63,27.44,25.06,25.94,157,245,79,60,0.74,0.15,0.12,0.13,610,0.953846153846,1,0,1,2017-12-22 12:09:51.000000
153,25.63,27.56,25.06,25.94,156,244,79,60,0.63,0.28,0.2,0.14,615,0.923076923077,1,0,1,2017-12-22 12:10:21.000000
154,25.63,27.5,25.06,25.94,156,244,79,60,0.43,0.42,0.17,0.18,615,0.957692307692,1,0,1,2017-12-22 12:10:52.000000
155,25.69,27.56,25.06,25.88,157,244,79,60,0.79,0.56,0.2,0.16,620,1.01153846154,0,0,1,2017-12-22 12:11:23.000000
156,25.63,27.5,25.06,25.94,157,243,80,61,0.69,0.53,0.2,0.36,625,1.13076923077,1,1,1,2017-12-22 12:11:53.000000
157,25.63,27.56,25.06,25.94,156,244,80,60,1.55,0.77,0.47,0.19,630,1.31538461538,1,1,1,2017-12-22 12:12:24.000000
158,25.63,27.63,25.13,26,156,244,78,60,0.54,0.8,0.3,0.14,630,1.41923076923,1,0,1,2017-12-22 12:12:55.000000
159,25.63,27.63,25.13,25.94,157,244,79,60,0.63,0.57,0.18,0.15,630,1.53846153846,1,0,1,2017-12-22 12:13:25.000000
160,25.63,27.81,25.13,26,157,244,78,59,0.96,0.64,0.19,0.22,630,1.62692307692,1,1,1,2017-12-22 12:13:56.000000
161,25.63,28,25.13,26,156,241,77,59,1.05,1.01,0.31,0.21,625,1.73846153846,0,1,1,2017-12-22 12:14:26.000000
162,25.69,28.19,25.13,26,156,240,76,59,0.49,0.79,0.24,0.19,625,1.83076923077,0,0,1,2017-12-22 12:14:57.000000
163,25.69,28.13,25.13,25.94,156,244,77,59,0.73,0.79,0.28,0.19,630,1.9,0,1,1,2017-12-22 12:15:28.000000
164,25.69,28.06,25.13,26,156,243,77,59,0.81,0.42,0.28,0.21,630,2.04230769231,1,0,1,2017-12-22 12:15:58.000000
165,25.69,27.88,25.13,26,156,240,79,60,0.88,0.66,0.29,0.21,625,2.01923076923,1,1,1,2017-12-22 12:16:29.000000
166,25.69,27.81,25.13,26,156,241,79,60,0.71,0.4,0.22,0.16,635,2.06538461538,1,1,1,2017-12-22 12:17:00.000000
167,25.69,27.75,25.13,26,155,239,79,59,0.72,0.66,0.24,0.21,635,2.03076923077,1,1,1,2017-12-22 12:17:30.000000
168,25.69,27.94,25.13,26.06,155,242,77,60,0.52,0.7,0.69,0.2,635,1.96153846154,1,1,1,2017-12-22 12:18:01.000000
169,25.63,28,25.13,26.06,156,243,78,60,0.71,0.69,0.25,0.17,630,1.81153846154,1,1,1,2017-12-22 12:18:32.000000
170,25.69,28.19,25.13,26.06,156,243,79,61,0.75,0.55,0.61,0.17,635,1.67692307692,1,0,1,2017-12-22 12:19:02.000000
171,25.69,28.13,25.13,26.06,157,244,80,61,0.21,0.27,0.13,0.14,635,1.55769230769,1,0,1,2017-12-22 12:19:33.000000
172,25.69,28.13,25.13,26.06,156,244,80,62,0.62,0.12,0.24,0.07,635,1.40769230769,1,0,1,2017-12-22 12:20:03.000000
173,25.69,28.19,25.13,26.06,155,243,80,59,0.83,0.17,0.06,0.12,635,1.22692307692,1,0,1,2017-12-22 12:20:34.000000
174,25.69,28.19,25.13,26.06,155,242,78,59,0.19,0.4,0.21,0.12,640,1.11153846154,1,0,1,2017-12-22 12:21:05.000000
175,25.69,28.13,25.13,26.06,155,242,77,60,0.18,0.06,0.07,0.07,645,1.11153846154,0,0,1,2017-12-22 12:21:35.000000
176,25.69,28,25.19,26.06,156,244,80,61,0.5,0.26,0.24,0.15,650,1.08076923077,1,0,1,2017-12-22 12:22:06.000000
177,25.69,28.13,25.13,26,156,244,81,63,1.53,0.37,0.18,0.08,645,1.01923076923,1,0,1,2017-12-22 12:22:37.000000
178,25.69,28.13,25.13,26,157,244,82,63,0.8,0.37,0.14,0.18,650,1.02692307692,0,0,1,2017-12-22 12:23:38.000000
179,25.69,28.31,25.13,26,156,243,81,63,0.62,0.7,0.24,0.16,640,0.915384615385,0,0,1,2017-12-22 12:24:09.000000
180,25.69,28.31,25.19,26,157,244,81,62,0.33,0.41,0.2,0.1,640,0.834615384615,1,0,1,2017-12-22 12:24:39.000000
181,25.69,28.38,25.13,26.06,157,244,80,62,2.36,0.63,0.46,0.37,645,0.834615384615,1,0,1,2017-12-22 12:25:10.000000
182,25.69,28.5,25.19,26.06,156,244,80,61,0.25,0.23,0.24,0.06,645,0.869230769231,0,0,1,2017-12-22 12:25:40.000000
183,25.69,28.5,25.19,26,156,244,80,61,0.64,0.17,0.12,0.08,640,0.846153846154,0,0,1,2017-12-22 12:26:11.000000
184,25.69,28.5,25.19,26.06,156,243,80,60,0.08,0.05,0.06,0.06,645,0.861538461538,0,0,1,2017-12-22 12:26:42.000000
185,25.69,28.44,25.19,26,155,242,79,60,0.08,0.07,0.05,0.06,640,0.819230769231,0,0,1,2017-12-22 12:27:12.000000
186,25.75,28.38,25.19,26.06,155,242,78,60,0.13,0.1,0.06,0.07,645,0.765384615385,0,0,1,2017-12-22 12:27:43.000000
187,25.69,28.25,25.19,26,156,242,79,62,0.09,0.11,0.09,0.06,645,0.696153846154,0,0,1,2017-12-22 12:28:14.000000
188,25.69,28.44,25.19,26,156,244,81,62,0.5,0.13,0.11,0.07,640,0.615384615385,1,0,1,2017-12-22 12:28:44.000000
189,25.69,28.38,25.19,26.06,156,243,80,61,0.8,0.21,0.16,0.14,640,0.526923076923,1,0,1,2017-12-22 12:29:15.000000
